Client_Id,Job,Marital_Status,Qualifications,Age,Country,Name,Gender
45373166,blue-collar,divorced,high.school,39,Spain,Metcalfe,Male
45361631,housemaid,married,unknown,56,France,Humphries,Male
45340773,blue-collar,married,unknown,40,France,Milne,Female
44429885,retired,married,basic.9y,36,Spain,Chou,Male
45333936,blue-collar,married,unknown,51,France,Li,Female
45309050,blue-collar,married,unknown,51,Spain,Clayton,Female
45295935,blue-collar,single,professional.course,43,France,Maclean,Female
45295259,management,married,high.school,59,Germany,Chigolum,Female
45295174,unemployed,single,university.degree,24,Spain,Wilkinson,Female
45175101,blue-collar,single,basic.9y,37,France,Wei,Male
45175036,retired,married,basic.9y,40,France,Treacy,Female
45174934,technician,married,basic.9y,42,Spain,Hu,Female
45161580,admin.,divorced,high.school,39,Spain,Taverner,Male
45116943,technician,married,basic.6y,37,Germany,Sherman,Male
45090568,technician,married,high.school,38,Germany,Taubman,Female
45086978,self-employed,divorced,unknown,56,Spain,Robinson,Female
45086052,technician,married,unknown,40,Spain,Pinto,Female
45066583,unknown,divorced,university.degree,54,Germany,Wood,Male
45003858,admin.,married,high.school,43,France,Hawkins,Female
45002799,technician,married,high.school,36,Germany,Sun,Male
44846646,blue-collar,married,university.degree,45,Germany,Yost,Male
44844312,management,single,university.degree,42,France,Ting,Male
44809477,job,married,high.school,43,France,Rowe,Male
44425828,housemaid,married,basic.9y,46,Spain,Fu,Female
44204368,services,married,high.school,44,France,Ho,Female
43880580,services,single,basic.6y,51,Germany,Okechukwu,Male
43632789,admin.,married,high.school,28,Spain,Campbell,Female
43143426,services,married,basic.9y,37,Germany,Ashbolt,Female
42564378,services,married,high.school,34,Spain,Rozier,Female
46022142,admin.,married,basic.6y,46,France,Hsia,Male
46022141,blue-collar,married,basic.9y,42,Germany,Ogbonnaya,Female
46018770,technician,married,university.degree,36,France,T'ang,Male
45987770,services,married,basic.4y,54,France,Cocci,Female
45987736,blue-collar,married,university.degree,57,France,Chang,Male
45987713,services,married,basic.6y,51,France,T'ao,Female
45987675,blue-collar,married,high.school,54,Spain,Ford,Female
45974091,housemaid,married,basic.4y,49,Spain,Marshall,Male
45957260,blue-collar,married,university.degree,34,Germany,Tsai,Female
45947082,retired,married,professional.course,41,France,Onwumelu,Female
45947054,blue-collar,single,basic.9y,38,France,Graham,Female
45946882,blue-collar,divorced,university.degree,45,France,Golovanov,Male
45946816,blue-collar,married,university.degree,42,France,Potts,Male
45942787,management,single,basic.9y,34,Spain,Crawford,Male
45942234,unemployed,married,basic.4y,48,France,Aleshire,Male
45941779,blue-collar,married,high.school,37,Spain,Moran,Female
45941515,retired,single,basic.9y,34,Germany,Samsonova,Male
45924872,technician,married,basic.9y,40,France,Jenkins,Male
45924871,admin.,married,basic.6y,43,France,Volkov,Male
45924870,technician,married,high.school,33,Spain,Chiemezie,Male
45924873,technician,single,basic.6y,32,France,Jude,Male
45917804,self-employed,married,high.school,39,Spain,He,Male
45912782,technician,married,unknown,43,France,Onuora,Female
45910327,unknown,married,basic.9y,44,Spain,Ginikanwa,Male
45893802,admin.,single,university.degree,35,France,Ku,Male
45893805,technician,single,university.degree,35,Spain,McDonald,Female
45893807,blue-collar,married,professional.course,35,France,Collins,Male
45893808,management,single,basic.4y,36,France,Hackett,Male
45893801,job,single,university.degree,35,France,Dike,Male
45886341,housemaid,single,basic.9y,36,Germany,Trevisano,Male
45886201,services,divorced,university.degree,55,France,Tan,Male
45875089,services,married,university.degree,59,France,Glassman,Female
45864102,admin.,married,unknown,57,France,Miller,Female
45862957,services,married,professional.course,39,Germany,Kornilova,Male
45862591,services,married,basic.4y,39,Germany,Watson,Male
45859158,admin.,single,unknown,30,France,Marchesi,Male
45856136,blue-collar,single,unknown,30,Spain,Millar,Female
45852474,technician,married,basic.4y,50,France,Shih,Male
45851302,services,married,high.school,40,France,Fuller,Male
45833853,blue-collar,married,high.school,35,France,Hay,Female
45800805,services,married,unknown,43,Spain,Yang,Male
45800695,blue-collar,single,basic.6y,36,France,McIntyre,Male
45795577,housemaid,married,basic.4y,46,France,Stevenson,Male
45795249,blue-collar,married,basic.9y,40,Germany,Poole,Male
45795175,retired,married,university.degree,58,France,Bagley,Male
45782860,blue-collar,married,university.degree,42,France,Ch'ien,Female
45782390,blue-collar,single,university.degree,35,Germany,Cattaneo,Female
45782158,blue-collar,married,basic.4y,43,Germany,O'Sullivan,Male
45758829,management,married,basic.4y,45,Germany,Lucas,Female
45745040,unemployed,married,professional.course,39,France,Ringrose,Male
45743583,blue-collar,divorced,professional.course,50,France,Freeman,Male
45737114,retired,divorced,basic.4y,32,France,Sergeyev,Female
45735578,technician,married,high.school,39,Germany,Fiore,Male
45734907,admin.,married,university.degree,52,France,Smith,Female
45717641,technician,married,professional.course,44,Germany,Dumetochukwu,Male
45698944,technician,married,basic.4y,56,France,Pacheco,Female
45697234,self-employed,married,high.school,48,Germany,Synnot,Female
45696700,technician,married,high.school,33,France,Johnston,Female
45612409,unknown,married,university.degree,43,France,Stevens,Male
45596342,admin.,married,high.school,57,Spain,Grant,Male
45583450,technician,single,professional.course,36,Germany,Tsao,Female
45578378,blue-collar,married,university.degree,34,France,Barnes,Male
45577864,management,single,basic.9y,34,Germany,McIntosh,Male
45577777,job,married,university.degree,30,Spain,Madison,Male
44428880,housemaid,divorced,unknown,33,France,Ifesinachi,Female
45570936,services,single,professional.course,32,Germany,Glazkov,Male
45560497,services,single,high.school,36,France,Dimauro,Female
45560498,admin.,single,high.school,36,Germany,Wieck,Male
45555288,services,single,high.school,33,Germany,Liao,Male
45554252,services,divorced,professional.course,40,Germany,Hughes,Female
45554209,admin.,married,basic.4y,41,Spain,Morrison,Female
45554124,blue-collar,married,basic.6y,51,France,Matveyeva,Female
45518854,technician,married,professional.course,36,Germany,Ku,Male
44429035,services,married,unknown,28,Spain,Cheatham,Male
45502346,blue-collar,married,high.school,53,Spain,Yao,Male
45396387,services,married,basic.9y,58,France,Kirkland,Male
45389189,blue-collar,married,basic.9y,45,Germany,Rose,Female
45384550,housemaid,married,unknown,43,France,Jess,Female
45384497,blue-collar,married,high.school,33,Germany,Welch,Male
45373187,retired,married,high.school,33,Germany,Ifeajuna,Male
45373060,blue-collar,single,basic.6y,27,Spain,Morton,Female
45361590,blue-collar,married,high.school,42,France,Rossi,Female
45340766,blue-collar,divorced,basic.9y,43,France,Reppert,Female
44428108,management,married,university.degree,42,Spain,Kang,Male
45333927,unemployed,single,basic.6y,27,Spain,Ch'iu,Female
45328545,blue-collar,single,university.degree,34,France,Wallis,Male
45309039,retired,single,university.degree,31,France,Clark,Male
45297941,technician,divorced,university.degree,54,Spain,Fielding,Female
45295923,admin.,married,basic.4y,40,Germany,Zetticci,Female
45295186,technician,married,high.school,52,Spain,Dulhunty,Male
45295090,technician,divorced,university.degree,47,Germany,Bevington,Male
45196358,self-employed,married,basic.9y,49,Germany,Boyle,Female
45175065,technician,single,high.school,32,France,Newton,Male
45175024,unknown,single,high.school,49,Germany,Bowman,Male
45174921,admin.,married,basic.9y,50,Spain,Dubinina,Female
45161364,technician,married,high.school,34,France,Toscani,Male
45116925,blue-collar,married,basic.4y,55,France,Chiazagomekpere,Female
45090373,management,single,basic.9y,47,France,Allen,Male
45086946,job,married,professional.course,51,France,K'ung,Male
45086030,housemaid,married,basic.6y,47,France,Wilsmore,Male
45004309,services,married,basic.4y,56,Spain,Hargreaves,Male
45003822,services,married,basic.9y,53,Germany,Huang,Male
45002783,admin.,married,basic.9y,36,France,Ch'ien,Male
44846634,services,divorced,basic.9y,42,France,Wallwork,Female
44844263,services,divorced,basic.6y,44,France,Chu,Male
44809439,admin.,married,basic.9y,39,Spain,Kang,Male
44483524,blue-collar,single,high.school,37,France,Davidson,Female
44483525,technician,married,unknown,60,Spain,O'Donnell,Female
44425818,services,married,high.school,36,Spain,Nnachetam,Male
44204202,blue-collar,divorced,university.degree,42,Germany,Chidiebele,Male
44176504,services,married,high.school,31,Spain,Ahmed,Female
44088124,blue-collar,divorced,professional.course,53,France,Booth,Male
44046739,housemaid,married,basic.4y,45,Spain,Chuang,Female
43477356,blue-collar,single,professional.course,37,France,Shao,Male
43458250,retired,married,professional.course,47,France,Tsao,Male
44427490,blue-collar,divorced,high.school,49,France,Tien,Female
43143189,blue-collar,married,university.degree,36,Spain,Chang,Female
42707376,blue-collar,divorced,high.school,35,France,Johnson,Male
42549629,management,married,unknown,38,France,French,Male
45837663,unemployed,single,high.school,38,France,Efremov,Female
45638183,blue-collar,divorced,high.school,50,Spain,Hartley,Female
45268666,retired,married,professional.course,59,France,Calabrese,Male
45025738,technician,married,unknown,43,France,Chiu,Female
45243120,admin.,married,high.school,42,France,Brennan,Male
45889477,technician,married,basic.6y,40,France,Onwuatuegwu,Male
45852482,technician,married,unknown,46,France,Hewitt,Male
46037743,self-employed,divorced,basic.4y,57,Germany,Shih,Male
46004496,technician,married,university.degree,42,France,Balashov,Male
46004335,unknown,married,basic.4y,41,Germany,Doyle,Male
45922830,admin.,divorced,university.degree,54,France,Pokrovskii,Female
45153374,technician,single,university.degree,27,Germany,Collins,Male
45419523,blue-collar,married,high.school,36,France,Russo,Male
44184912,management,married,professional.course,58,Germany,Skinner,Female
45740450,job,married,university.degree,40,Spain,Robertson,Male
45182215,housemaid,single,basic.9y,34,Spain,Atkinson,Male
24067313,services,divorced,high.school,33,France,Doyle,Male
24067288,services,married,basic.6y,56,Spain,Ritchie,Male
46015189,admin.,married,basic.9y,42,Spain,McEncroe,Female
45901219,services,married,high.school,43,France,Pearson,Male
44906501,services,single,basic.9y,54,Spain,Gordon,Female
44906474,admin.,single,basic.6y,53,France,Ts'ai,Female
44906301,blue-collar,single,unknown,42,France,Lung,Male
42857230,technician,married,basic.6y,40,France,Yuan,Female
42613510,services,married,professional.course,54,France,Pardey,Male
41469511,blue-collar,single,professional.course,40,France,Tai,Male
41469289,services,single,university.degree,26,France,Scott,Male
41378268,blue-collar,married,high.school,33,France,Hunter,Female
41378143,housemaid,married,basic.9y,35,Germany,Mazzanti,Male
44772706,blue-collar,married,high.school,36,Germany,L?,Male
45276595,retired,single,high.school,29,France,Beach,Male
45964523,blue-collar,married,basic.9y,36,Spain,Hsieh,Female
44425094,blue-collar,married,high.school,35,Germany,Faulkner,Male
45964157,blue-collar,single,university.degree,50,Germany,Knowles,Female
44425017,management,married,high.school,46,Spain,Day,Female
45958381,unemployed,married,high.school,49,France,Hsueh,Male
44424940,blue-collar,single,professional.course,42,Germany,Tsao,Female
45958355,retired,single,high.school,36,France,Kennedy,Male
44424863,technician,married,basic.9y,55,Spain,Nwabugwu,Female
45958304,admin.,married,university.degree,41,Germany,Young,Female
44424785,technician,married,professional.course,57,Germany,Kerr,Female
45958103,technician,single,high.school,32,France,Tien,Male
44424708,self-employed,married,basic.9y,49,Spain,Marrero,Female
45844990,technician,married,unknown,57,France,White,Male
44424631,unknown,divorced,basic.4y,58,France,Pisano,Female
45745151,admin.,married,high.school,52,France,Brown,Female
44424554,technician,divorced,professional.course,50,Germany,Freeman,Female
45643803,blue-collar,single,basic.9y,41,Germany,Russell,Male
44424399,management,married,university.degree,33,Germany,Seleznyov,Female
45589114,job,married,basic.4y,57,France,Yusupova,Male
44424476,housemaid,married,basic.6y,48,Spain,Foley,Male
45546931,services,married,professional.course,55,Spain,Shih,Male
44424322,services,married,university.degree,38,Spain,Ikedinachukwu,Female
45230596,admin.,married,high.school,38,Spain,Power,Male
44424244,services,married,university.degree,53,France,Amos,Female
44663527,services,single,university.degree,43,France,Reed,Male
44424167,admin.,single,high.school,36,Spain,Simmons,Female
44649688,blue-collar,married,basic.9y,32,Spain,Ricci,Male
44424090,technician,married,basic.4y,33,France,Yen,Male
44649686,services,married,basic.4y,58,France,Campbell,Male
44424013,blue-collar,divorced,high.school,40,Spain,West,Male
45804658,services,married,university.degree,57,Germany,Robinson,Female
46035693,blue-collar,married,high.school,45,France,Bianchi,Female
44423935,housemaid,married,basic.4y,42,Germany,Chen,Female
45916456,blue-collar,married,university.degree,46,France,Madukaego,Male
45916450,retired,married,university.degree,36,Spain,Ibrahimova,Female
45916444,blue-collar,married,high.school,41,Germany,Nolan,Female
45916438,blue-collar,divorced,basic.9y,57,Germany,Scott,Female
45916436,blue-collar,married,basic.9y,49,Germany,Blair,Male
45916426,management,divorced,high.school,56,France,Monaldo,Female
45916417,unemployed,married,basic.9y,37,Spain,Sutherland,Male
45916383,blue-collar,married,basic.9y,37,Germany,Cole,Female
45916344,retired,single,high.school,46,Germany,Briggs,Male
46006404,technician,single,basic.9y,22,Germany,Gregory,Male
46006396,admin.,married,high.school,43,Germany,Bianchi,Male
46006394,technician,married,unknown,49,France,Angelo,Female
46006395,technician,married,basic.6y,41,Germany,Gardiner,Male
46006387,self-employed,single,university.degree,38,Spain,Kerr,Male
45903782,technician,married,basic.9y,33,Spain,Ko,Female
45903783,unknown,married,university.degree,49,Spain,Distefano,Female
45903781,admin.,single,unknown,30,France,Farrell,Female
45903780,technician,married,basic.9y,33,France,Milano,Male
45903719,blue-collar,single,university.degree,34,Germany,Ting,Female
45486819,management,single,unknown,30,Germany,Boyd,Male
44249550,job,married,basic.4y,59,Germany,Onyemaechi,Male
46041295,housemaid,married,basic.4y,59,France,Black,Female
44430266,services,married,university.degree,41,Spain,Oliver,Male
45600408,services,married,basic.6y,48,Spain,Greco,Male
44423858,admin.,single,unknown,28,Spain,Whitehead,Female
45923603,services,married,high.school,44,France,Ikemefuna,Female
45923600,services,unknown,university.degree,59,Germany,Morrison,Female
45984667,admin.,married,high.school,50,Germany,Onyeoruru,Male
45984665,blue-collar,married,university.degree,35,Spain,Cunningham,Male
45984632,technician,married,high.school,42,Spain,Demidov,Male
45904804,services,married,basic.9y,45,Spain,Celis,Female
45904795,blue-collar,married,professional.course,36,Germany,Cheng,Female
44753004,services,married,high.school,56,France,Knight,Male
44752594,blue-collar,divorced,basic.4y,29,Germany,Morin,Male
44752616,housemaid,married,university.degree,41,France,Mills,Female
44752359,blue-collar,married,basic.9y,42,France,Outhwaite,Female
44752203,retired,single,high.school,52,France,Tung,Male
44752255,blue-collar,married,high.school,48,Germany,Pai,Female
45784537,blue-collar,married,high.school,31,Spain,Carpenter,Male
45784531,blue-collar,married,university.degree,43,Spain,Fennell,Male
41850752,management,married,basic.4y,36,France,Fontaine,Male
45502015,unemployed,married,university.degree,42,France,Pratt,Male
44486018,blue-collar,divorced,basic.6y,52,Spain,Mitchell,Female
44182772,retired,married,high.school,39,Spain,Franklin,Female
45773500,technician,married,high.school,36,Germany,K'ung,Male
45745645,admin.,married,basic.9y,42,Germany,Ko,Female
45745640,technician,married,high.school,41,Spain,McKenzie,Male
45760416,technician,married,basic.4y,55,France,Pino,Male
45759786,self-employed,married,basic.9y,30,Spain,Fisk,Female
45560047,technician,unknown,basic.4y,57,Germany,Chiang,Female
37003305,unknown,married,basic.4y,45,Spain,Moseley,Male
44423781,admin.,married,basic.4y,51,Spain,Hsiung,Male
45969705,technician,single,basic.9y,39,Germany,Heath,Female
45925079,blue-collar,married,high.school,47,France,Dellucci,Female
45925082,management,married,high.school,27,France,Li,Female
45925080,job,single,university.degree,34,France,De Salis,Female
45830496,housemaid,married,basic.4y,57,Germany,T'ang,Female
45811646,services,married,basic.4y,43,France,Richardson,Female
44789736,services,married,basic.4y,49,Germany,Fitch,Male
44695810,admin.,married,university.degree,39,France,Stevenson,Female
43623076,services,married,basic.4y,38,France,Estes,Male
46038666,services,married,basic.9y,49,France,Lattimore,Male
46036043,admin.,married,basic.6y,58,Germany,Chung,Male
45737861,blue-collar,married,professional.course,43,France,Utz,Male
45735824,technician,married,unknown,50,Germany,Wei,Female
45735531,services,married,high.school,31,Germany,Boyle,Male
45735142,blue-collar,divorced,university.degree,43,Germany,Nwachinemelu,Male
45511825,services,married,basic.9y,43,Germany,Kuznetsova,Male
44087454,blue-collar,single,university.degree,30,Germany,Pisani,Female
45705736,housemaid,single,professional.course,27,Germany,Manna,Female
44949453,blue-collar,married,unknown,51,France,Collier,Male
45952627,retired,married,professional.course,37,France,Ricci,Female
45724780,blue-collar,married,basic.9y,46,Germany,Carr,Female
44520267,blue-collar,married,professional.course,35,France,Hs?,Male
43511476,blue-collar,divorced,university.degree,47,France,Findlay,Female
44963610,management,married,unknown,46,Germany,Hughes,Female
43384864,unemployed,married,professional.course,40,France,Chukwuemeka,Female
45588395,blue-collar,married,university.degree,26,France,Genovese,Female
45560093,retired,divorced,basic.9y,32,France,Swift,Female
45797403,technician,married,university.degree,45,France,Ugoji,Male
45922985,admin.,married,basic.9y,34,Spain,Parkinson,Male
45920603,technician,married,unknown,47,France,Ross,Female
45895269,technician,married,professional.course,42,France,Oleary,Male
45895117,self-employed,married,basic.4y,57,France,Turnbull,Male
45895066,technician,married,basic.4y,57,France,Uspensky,Female
45895044,unknown,married,basic.4y,38,Spain,Cook,Female
45785404,admin.,married,basic.4y,57,Germany,Newbold,Female
45811639,technician,single,basic.9y,28,France,Uchechukwu,Male
44423704,blue-collar,married,university.degree,60,Spain,Ch'en,Male
46029124,management,married,university.degree,48,Spain,He,Female
45908253,job,married,professional.course,47,France,Hilton,Female
45908161,housemaid,married,high.school,40,France,Sal,Male
45908093,services,married,professional.course,51,France,Eluemuno,Male
45907998,services,single,basic.4y,48,France,Titus,Male
45907992,admin.,married,basic.4y,54,Germany,Yin,Male
45907975,services,married,basic.6y,40,Spain,Lettiere,Male
45907823,services,single,basic.9y,44,Germany,Templeman,Male
45907805,admin.,divorced,high.school,42,France,Chibuzo,Male
45907698,blue-collar,married,university.degree,52,Spain,Sun,Female
44423626,technician,single,basic.9y,31,France,Evans,Female
44423549,services,married,high.school,32,Spain,Ogbonnaya,Male
45717690,blue-collar,married,high.school,44,France,Enyinnaya,Male
45716256,services,married,basic.6y,39,Spain,Olisanugo,Female
45509669,blue-collar,married,professional.course,57,Germany,Brookes,Female
45138096,housemaid,married,basic.4y,52,France,Padovano,Male
44013163,blue-collar,married,university.degree,42,France,Fisk,Male
41405485,retired,single,professional.course,42,Spain,Shih,Male
38278533,blue-collar,married,professional.course,43,France,Hare,Male
44423317,blue-collar,divorced,high.school,31,France,Muir,Male
37640726,blue-collar,married,university.degree,29,France,Fanucci,Male
44423240,management,divorced,basic.4y,57,France,Elewechi,Female
44590806,unemployed,married,basic.9y,44,Germany,Johnston,Male
45269403,blue-collar,married,unknown,59,Germany,Pisano,Female
44423163,retired,married,basic.4y,39,France,Ankudinov,Female
45979761,technician,married,university.degree,57,France,Nwokike,Male
45965460,admin.,married,unknown,41,France,Smith,Male
45965457,technician,single,high.school,37,Spain,Atkins,Male
45965452,technician,married,high.school,38,France,Burns,Female
45965450,self-employed,married,basic.4y,42,France,Obiuto,Male
45889172,technician,married,unknown,49,Germany,Pirozzi,Male
45424879,unknown,married,basic.6y,54,Spain,George,Male
45424963,admin.,married,university.degree,36,France,Lewis,Female
45300558,technician,single,university.degree,32,France,Moran,Male
42977919,blue-collar,married,professional.course,35,France,Dalrymple,Male
41765814,management,married,professional.course,45,France,Carslaw,Male
44698509,job,married,unknown,56,Germany,Kirby,Female
